data\test\image\cxrimage_16932.png,data\test\mask\cxrmask_16932.jpeg
data\test\image\cxrimage_17299.png,data\test\mask\cxrmask_17299.jpeg
data\test\image\cxrimage_17300.png,data\test\mask\cxrmask_17300.jpeg
data\test\image\cxrimage_17301.png,data\test\mask\cxrmask_17301.jpeg
data\test\image\cxrimage_17302.png,data\test\mask\cxrmask_17302.jpeg
data\test\image\cxrimage_17303.png,data\test\mask\cxrmask_17303.jpeg
data\test\image\cxrimage_17304.png,data\test\mask\cxrmask_17304.jpeg
data\test\image\cxrimage_17305.png,data\test\mask\cxrmask_17305.jpeg
data\test\image\cxrimage_17306.png,data\test\mask\cxrmask_17306.jpeg
data\test\image\cxrimage_17307.png,data\test\mask\cxrmask_17307.jpeg
data\test\image\cxrimage_17308.png,data\test\mask\cxrmask_17308.jpeg
data\test\image\cxrimage_17309.png,data\test\mask\cxrmask_17309.jpeg
data\test\image\cxrimage_17310.png,data\test\mask\cxrmask_17310.jpeg
data\test\image\cxrimage_17311.png,data\test\mask\cxrmask_17311.jpeg
data\test\image\cxrimage_17312.png,data\test\mask\cxrmask_17312.jpeg
data\test\image\cxrimage_17313.png,data\test\mask\cxrmask_17313.jpeg
data\test\image\cxrimage_17314.png,data\test\mask\cxrmask_17314.jpeg
data\test\image\cxrimage_17315.png,data\test\mask\cxrmask_17315.jpeg
data\test\image\cxrimage_17316.png,data\test\mask\cxrmask_17316.jpeg
data\test\image\cxrimage_17317.png,data\test\mask\cxrmask_17317.jpeg
data\test\image\cxrimage_17318.png,data\test\mask\cxrmask_17318.jpeg
data\test\image\cxrimage_17319.png,data\test\mask\cxrmask_17319.jpeg
data\test\image\cxrimage_17320.png,data\test\mask\cxrmask_17320.jpeg
data\test\image\cxrimage_17321.png,data\test\mask\cxrmask_17321.jpeg
data\test\image\cxrimage_17322.png,data\test\mask\cxrmask_17322.jpeg
data\test\image\cxrimage_17323.png,data\test\mask\cxrmask_17323.jpeg
data\test\image\cxrimage_17324.png,data\test\mask\cxrmask_17324.jpeg
data\test\image\cxrimage_17325.png,data\test\mask\cxrmask_17325.jpeg
data\test\image\cxrimage_17326.png,data\test\mask\cxrmask_17326.jpeg
data\test\image\cxrimage_17327.png,data\test\mask\cxrmask_17327.jpeg
data\test\image\cxrimage_17328.png,data\test\mask\cxrmask_17328.jpeg
data\test\image\cxrimage_17329.png,data\test\mask\cxrmask_17329.jpeg
data\test\image\cxrimage_17330.png,data\test\mask\cxrmask_17330.jpeg
data\test\image\cxrimage_17331.png,data\test\mask\cxrmask_17331.jpeg
data\test\image\cxrimage_17332.png,data\test\mask\cxrmask_17332.jpeg
data\test\image\cxrimage_17333.png,data\test\mask\cxrmask_17333.jpeg
data\test\image\cxrimage_17334.png,data\test\mask\cxrmask_17334.jpeg
data\test\image\cxrimage_17335.png,data\test\mask\cxrmask_17335.jpeg
data\test\image\cxrimage_17336.png,data\test\mask\cxrmask_17336.jpeg
data\test\image\cxrimage_17337.png,data\test\mask\cxrmask_17337.jpeg
data\test\image\cxrimage_17338.png,data\test\mask\cxrmask_17338.jpeg
data\test\image\cxrimage_17339.png,data\test\mask\cxrmask_17339.jpeg
data\test\image\cxrimage_17340.png,data\test\mask\cxrmask_17340.jpeg
data\test\image\cxrimage_17341.png,data\test\mask\cxrmask_17341.jpeg
data\test\image\cxrimage_17342.png,data\test\mask\cxrmask_17342.jpeg
data\test\image\cxrimage_17343.png,data\test\mask\cxrmask_17343.jpeg
data\test\image\cxrimage_17344.png,data\test\mask\cxrmask_17344.jpeg
data\test\image\cxrimage_17345.png,data\test\mask\cxrmask_17345.jpeg
data\test\image\cxrimage_17346.png,data\test\mask\cxrmask_17346.jpeg
data\test\image\cxrimage_17347.png,data\test\mask\cxrmask_17347.jpeg
data\test\image\cxrimage_17348.png,data\test\mask\cxrmask_17348.jpeg
data\test\image\cxrimage_17349.png,data\test\mask\cxrmask_17349.jpeg
data\test\image\cxrimage_17350.png,data\test\mask\cxrmask_17350.jpeg
data\test\image\cxrimage_17351.png,data\test\mask\cxrmask_17351.jpeg
data\test\image\cxrimage_17352.png,data\test\mask\cxrmask_17352.jpeg
data\test\image\cxrimage_17353.png,data\test\mask\cxrmask_17353.jpeg
data\test\image\cxrimage_17354.png,data\test\mask\cxrmask_17354.jpeg
data\test\image\cxrimage_17355.png,data\test\mask\cxrmask_17355.jpeg
data\test\image\cxrimage_17356.png,data\test\mask\cxrmask_17356.jpeg
data\test\image\cxrimage_17357.png,data\test\mask\cxrmask_17357.jpeg
data\test\image\cxrimage_17358.png,data\test\mask\cxrmask_17358.jpeg
data\test\image\cxrimage_17359.png,data\test\mask\cxrmask_17359.jpeg
data\test\image\cxrimage_17360.png,data\test\mask\cxrmask_17360.jpeg
data\test\image\cxrimage_17361.png,data\test\mask\cxrmask_17361.jpeg
data\test\image\cxrimage_17362.png,data\test\mask\cxrmask_17362.jpeg
data\test\image\cxrimage_17363.png,data\test\mask\cxrmask_17363.jpeg
data\test\image\cxrimage_17364.png,data\test\mask\cxrmask_17364.jpeg
data\test\image\cxrimage_17365.png,data\test\mask\cxrmask_17365.jpeg
data\test\image\cxrimage_17366.png,data\test\mask\cxrmask_17366.jpeg
data\test\image\cxrimage_17367.png,data\test\mask\cxrmask_17367.jpeg
data\test\image\cxrimage_17368.png,data\test\mask\cxrmask_17368.jpeg
data\test\image\cxrimage_17369.png,data\test\mask\cxrmask_17369.jpeg
data\test\image\cxrimage_17370.png,data\test\mask\cxrmask_17370.jpeg
data\test\image\cxrimage_17371.png,data\test\mask\cxrmask_17371.jpeg
data\test\image\cxrimage_17372.png,data\test\mask\cxrmask_17372.jpeg
data\test\image\cxrimage_17373.png,data\test\mask\cxrmask_17373.jpeg
data\test\image\cxrimage_17374.png,data\test\mask\cxrmask_17374.jpeg
data\test\image\cxrimage_17375.png,data\test\mask\cxrmask_17375.jpeg
data\test\image\cxrimage_17376.png,data\test\mask\cxrmask_17376.jpeg
data\test\image\cxrimage_17377.png,data\test\mask\cxrmask_17377.jpeg
data\test\image\cxrimage_17378.png,data\test\mask\cxrmask_17378.jpeg
data\test\image\cxrimage_17379.png,data\test\mask\cxrmask_17379.jpeg
data\test\image\cxrimage_17380.png,data\test\mask\cxrmask_17380.jpeg
data\test\image\cxrimage_17381.png,data\test\mask\cxrmask_17381.jpeg
data\test\image\cxrimage_17382.png,data\test\mask\cxrmask_17382.jpeg
data\test\image\cxrimage_17383.png,data\test\mask\cxrmask_17383.jpeg
data\test\image\cxrimage_17384.png,data\test\mask\cxrmask_17384.jpeg
data\test\image\cxrimage_17385.png,data\test\mask\cxrmask_17385.jpeg
data\test\image\cxrimage_17386.png,data\test\mask\cxrmask_17386.jpeg
data\test\image\cxrimage_17387.png,data\test\mask\cxrmask_17387.jpeg
data\test\image\cxrimage_17388.png,data\test\mask\cxrmask_17388.jpeg
data\test\image\cxrimage_17389.png,data\test\mask\cxrmask_17389.jpeg
data\test\image\cxrimage_17390.png,data\test\mask\cxrmask_17390.jpeg
data\test\image\cxrimage_17391.png,data\test\mask\cxrmask_17391.jpeg
data\test\image\cxrimage_17392.png,data\test\mask\cxrmask_17392.jpeg
data\test\image\cxrimage_17393.png,data\test\mask\cxrmask_17393.jpeg
data\test\image\cxrimage_17394.png,data\test\mask\cxrmask_17394.jpeg
data\test\image\cxrimage_17395.png,data\test\mask\cxrmask_17395.jpeg
data\test\image\cxrimage_17396.png,data\test\mask\cxrmask_17396.jpeg
data\test\image\cxrimage_17397.png,data\test\mask\cxrmask_17397.jpeg
data\test\image\cxrimage_17398.png,data\test\mask\cxrmask_17398.jpeg
data\test\image\cxrimage_17399.png,data\test\mask\cxrmask_17399.jpeg
data\test\image\cxrimage_17400.png,data\test\mask\cxrmask_17400.jpeg
data\test\image\cxrimage_17401.png,data\test\mask\cxrmask_17401.jpeg
data\test\image\cxrimage_17402.png,data\test\mask\cxrmask_17402.jpeg
data\test\image\cxrimage_17403.png,data\test\mask\cxrmask_17403.jpeg
data\test\image\cxrimage_17404.png,data\test\mask\cxrmask_17404.jpeg
data\test\image\cxrimage_17405.png,data\test\mask\cxrmask_17405.jpeg
data\test\image\cxrimage_17406.png,data\test\mask\cxrmask_17406.jpeg
data\test\image\cxrimage_17407.png,data\test\mask\cxrmask_17407.jpeg
data\test\image\cxrimage_17408.png,data\test\mask\cxrmask_17408.jpeg
data\test\image\cxrimage_17409.png,data\test\mask\cxrmask_17409.jpeg
data\test\image\cxrimage_17410.png,data\test\mask\cxrmask_17410.jpeg
data\test\image\cxrimage_17411.png,data\test\mask\cxrmask_17411.jpeg
data\test\image\cxrimage_17412.png,data\test\mask\cxrmask_17412.jpeg
data\test\image\cxrimage_17413.png,data\test\mask\cxrmask_17413.jpeg
data\test\image\cxrimage_17414.png,data\test\mask\cxrmask_17414.jpeg
data\test\image\cxrimage_17415.png,data\test\mask\cxrmask_17415.jpeg
data\test\image\cxrimage_17416.png,data\test\mask\cxrmask_17416.jpeg
data\test\image\cxrimage_17417.png,data\test\mask\cxrmask_17417.jpeg
data\test\image\cxrimage_17418.png,data\test\mask\cxrmask_17418.jpeg
data\test\image\cxrimage_17419.png,data\test\mask\cxrmask_17419.jpeg
data\test\image\cxrimage_17420.png,data\test\mask\cxrmask_17420.jpeg
data\test\image\cxrimage_17421.png,data\test\mask\cxrmask_17421.jpeg
data\test\image\cxrimage_17422.png,data\test\mask\cxrmask_17422.jpeg
data\test\image\cxrimage_17423.png,data\test\mask\cxrmask_17423.jpeg
data\test\image\cxrimage_17424.png,data\test\mask\cxrmask_17424.jpeg
data\test\image\cxrimage_17425.png,data\test\mask\cxrmask_17425.jpeg
data\test\image\cxrimage_17426.png,data\test\mask\cxrmask_17426.jpeg
data\test\image\cxrimage_17427.png,data\test\mask\cxrmask_17427.jpeg
data\test\image\cxrimage_17428.png,data\test\mask\cxrmask_17428.jpeg
data\test\image\cxrimage_17429.png,data\test\mask\cxrmask_17429.jpeg
data\test\image\cxrimage_17430.png,data\test\mask\cxrmask_17430.jpeg
data\test\image\cxrimage_17431.png,data\test\mask\cxrmask_17431.jpeg
data\test\image\cxrimage_17432.png,data\test\mask\cxrmask_17432.jpeg
data\test\image\cxrimage_17433.png,data\test\mask\cxrmask_17433.jpeg
data\test\image\cxrimage_17434.png,data\test\mask\cxrmask_17434.jpeg
data\test\image\cxrimage_17435.png,data\test\mask\cxrmask_17435.jpeg
data\test\image\cxrimage_17436.png,data\test\mask\cxrmask_17436.jpeg
data\test\image\cxrimage_17437.png,data\test\mask\cxrmask_17437.jpeg
data\test\image\cxrimage_17438.png,data\test\mask\cxrmask_17438.jpeg
data\test\image\cxrimage_17439.png,data\test\mask\cxrmask_17439.jpeg
data\test\image\cxrimage_17440.png,data\test\mask\cxrmask_17440.jpeg
data\test\image\cxrimage_17441.png,data\test\mask\cxrmask_17441.jpeg
data\test\image\cxrimage_17442.png,data\test\mask\cxrmask_17442.jpeg
data\test\image\cxrimage_17443.png,data\test\mask\cxrmask_17443.jpeg
data\test\image\cxrimage_17444.png,data\test\mask\cxrmask_17444.jpeg
data\test\image\cxrimage_17445.png,data\test\mask\cxrmask_17445.jpeg
data\test\image\cxrimage_17446.png,data\test\mask\cxrmask_17446.jpeg
data\test\image\cxrimage_17447.png,data\test\mask\cxrmask_17447.jpeg
data\test\image\cxrimage_17448.png,data\test\mask\cxrmask_17448.jpeg
data\test\image\cxrimage_17449.png,data\test\mask\cxrmask_17449.jpeg
data\test\image\cxrimage_17450.png,data\test\mask\cxrmask_17450.jpeg
data\test\image\cxrimage_17451.png,data\test\mask\cxrmask_17451.jpeg
data\test\image\cxrimage_17452.png,data\test\mask\cxrmask_17452.jpeg
data\test\image\cxrimage_17453.png,data\test\mask\cxrmask_17453.jpeg
data\test\image\cxrimage_17454.png,data\test\mask\cxrmask_17454.jpeg
data\test\image\cxrimage_17455.png,data\test\mask\cxrmask_17455.jpeg
data\test\image\cxrimage_17456.png,data\test\mask\cxrmask_17456.jpeg
data\test\image\cxrimage_17457.png,data\test\mask\cxrmask_17457.jpeg
data\test\image\cxrimage_17458.png,data\test\mask\cxrmask_17458.jpeg
data\test\image\cxrimage_17459.png,data\test\mask\cxrmask_17459.jpeg
data\test\image\cxrimage_17460.png,data\test\mask\cxrmask_17460.jpeg
data\test\image\cxrimage_17461.png,data\test\mask\cxrmask_17461.jpeg
data\test\image\cxrimage_17462.png,data\test\mask\cxrmask_17462.jpeg
data\test\image\cxrimage_17463.png,data\test\mask\cxrmask_17463.jpeg
data\test\image\cxrimage_17464.png,data\test\mask\cxrmask_17464.jpeg
data\test\image\cxrimage_17465.png,data\test\mask\cxrmask_17465.jpeg
data\test\image\cxrimage_17466.png,data\test\mask\cxrmask_17466.jpeg
data\test\image\cxrimage_17467.png,data\test\mask\cxrmask_17467.jpeg
data\test\image\cxrimage_17468.png,data\test\mask\cxrmask_17468.jpeg
data\test\image\cxrimage_17469.png,data\test\mask\cxrmask_17469.jpeg
data\test\image\cxrimage_17470.png,data\test\mask\cxrmask_17470.jpeg
data\test\image\cxrimage_17471.png,data\test\mask\cxrmask_17471.jpeg
data\test\image\cxrimage_17472.png,data\test\mask\cxrmask_17472.jpeg
data\test\image\cxrimage_17473.png,data\test\mask\cxrmask_17473.jpeg
data\test\image\cxrimage_17474.png,data\test\mask\cxrmask_17474.jpeg
data\test\image\cxrimage_17475.png,data\test\mask\cxrmask_17475.jpeg
data\test\image\cxrimage_17476.png,data\test\mask\cxrmask_17476.jpeg
data\test\image\cxrimage_17477.png,data\test\mask\cxrmask_17477.jpeg
data\test\image\cxrimage_17478.png,data\test\mask\cxrmask_17478.jpeg
data\test\image\cxrimage_17479.png,data\test\mask\cxrmask_17479.jpeg
data\test\image\cxrimage_17480.png,data\test\mask\cxrmask_17480.jpeg
data\test\image\cxrimage_17481.png,data\test\mask\cxrmask_17481.jpeg
data\test\image\cxrimage_17482.png,data\test\mask\cxrmask_17482.jpeg
data\test\image\cxrimage_17483.png,data\test\mask\cxrmask_17483.jpeg
data\test\image\cxrimage_17484.png,data\test\mask\cxrmask_17484.jpeg
data\test\image\cxrimage_17485.png,data\test\mask\cxrmask_17485.jpeg
data\test\image\cxrimage_17486.png,data\test\mask\cxrmask_17486.jpeg
data\test\image\cxrimage_17487.png,data\test\mask\cxrmask_17487.jpeg
data\test\image\cxrimage_17488.png,data\test\mask\cxrmask_17488.jpeg
data\test\image\cxrimage_17489.png,data\test\mask\cxrmask_17489.jpeg
data\test\image\cxrimage_17490.png,data\test\mask\cxrmask_17490.jpeg
data\test\image\cxrimage_17491.png,data\test\mask\cxrmask_17491.jpeg
data\test\image\cxrimage_17492.png,data\test\mask\cxrmask_17492.jpeg
data\test\image\cxrimage_17493.png,data\test\mask\cxrmask_17493.jpeg
data\test\image\cxrimage_17494.png,data\test\mask\cxrmask_17494.jpeg
data\test\image\cxrimage_17495.png,data\test\mask\cxrmask_17495.jpeg
data\test\image\cxrimage_17496.png,data\test\mask\cxrmask_17496.jpeg
data\test\image\cxrimage_17497.png,data\test\mask\cxrmask_17497.jpeg
data\test\image\cxrimage_17498.png,data\test\mask\cxrmask_17498.jpeg
data\test\image\cxrimage_17499.png,data\test\mask\cxrmask_17499.jpeg
data\test\image\cxrimage_17500.png,data\test\mask\cxrmask_17500.jpeg
data\test\image\cxrimage_17501.png,data\test\mask\cxrmask_17501.jpeg
data\test\image\cxrimage_17502.png,data\test\mask\cxrmask_17502.jpeg
data\test\image\cxrimage_17503.png,data\test\mask\cxrmask_17503.jpeg
data\test\image\cxrimage_17504.png,data\test\mask\cxrmask_17504.jpeg
data\test\image\cxrimage_17505.png,data\test\mask\cxrmask_17505.jpeg
data\test\image\cxrimage_17506.png,data\test\mask\cxrmask_17506.jpeg
data\test\image\cxrimage_17507.png,data\test\mask\cxrmask_17507.jpeg
data\test\image\cxrimage_17508.png,data\test\mask\cxrmask_17508.jpeg
data\test\image\cxrimage_17509.png,data\test\mask\cxrmask_17509.jpeg
data\test\image\cxrimage_17510.png,data\test\mask\cxrmask_17510.jpeg
data\test\image\cxrimage_17511.png,data\test\mask\cxrmask_17511.jpeg
data\test\image\cxrimage_17512.png,data\test\mask\cxrmask_17512.jpeg
data\test\image\cxrimage_17513.png,data\test\mask\cxrmask_17513.jpeg
data\test\image\cxrimage_17514.png,data\test\mask\cxrmask_17514.jpeg
data\test\image\cxrimage_17515.png,data\test\mask\cxrmask_17515.jpeg
data\test\image\cxrimage_17516.png,data\test\mask\cxrmask_17516.jpeg
data\test\image\cxrimage_17517.png,data\test\mask\cxrmask_17517.jpeg
data\test\image\cxrimage_17518.png,data\test\mask\cxrmask_17518.jpeg
data\test\image\cxrimage_17519.png,data\test\mask\cxrmask_17519.jpeg
data\test\image\cxrimage_17520.png,data\test\mask\cxrmask_17520.jpeg
data\test\image\cxrimage_17521.png,data\test\mask\cxrmask_17521.jpeg
data\test\image\cxrimage_17522.png,data\test\mask\cxrmask_17522.jpeg
data\test\image\cxrimage_17523.png,data\test\mask\cxrmask_17523.jpeg
data\test\image\cxrimage_17524.png,data\test\mask\cxrmask_17524.jpeg
data\test\image\cxrimage_17525.png,data\test\mask\cxrmask_17525.jpeg
data\test\image\cxrimage_17526.png,data\test\mask\cxrmask_17526.jpeg
data\test\image\cxrimage_17527.png,data\test\mask\cxrmask_17527.jpeg
data\test\image\cxrimage_17528.png,data\test\mask\cxrmask_17528.jpeg
data\test\image\cxrimage_17529.png,data\test\mask\cxrmask_17529.jpeg
data\test\image\cxrimage_17530.png,data\test\mask\cxrmask_17530.jpeg
data\test\image\cxrimage_17531.png,data\test\mask\cxrmask_17531.jpeg
data\test\image\cxrimage_17532.png,data\test\mask\cxrmask_17532.jpeg
data\test\image\cxrimage_17533.png,data\test\mask\cxrmask_17533.jpeg
data\test\image\cxrimage_17534.png,data\test\mask\cxrmask_17534.jpeg
data\test\image\cxrimage_17535.png,data\test\mask\cxrmask_17535.jpeg
data\test\image\cxrimage_17536.png,data\test\mask\cxrmask_17536.jpeg
data\test\image\cxrimage_17537.png,data\test\mask\cxrmask_17537.jpeg
data\test\image\cxrimage_17538.png,data\test\mask\cxrmask_17538.jpeg
data\test\image\cxrimage_17539.png,data\test\mask\cxrmask_17539.jpeg
data\test\image\cxrimage_17540.png,data\test\mask\cxrmask_17540.jpeg
data\test\image\cxrimage_17541.png,data\test\mask\cxrmask_17541.jpeg
data\test\image\cxrimage_17542.png,data\test\mask\cxrmask_17542.jpeg
data\test\image\cxrimage_17543.png,data\test\mask\cxrmask_17543.jpeg
data\test\image\cxrimage_17544.png,data\test\mask\cxrmask_17544.jpeg
data\test\image\cxrimage_17545.png,data\test\mask\cxrmask_17545.jpeg
data\test\image\cxrimage_17546.png,data\test\mask\cxrmask_17546.jpeg
data\test\image\cxrimage_17547.png,data\test\mask\cxrmask_17547.jpeg
data\test\image\cxrimage_17548.png,data\test\mask\cxrmask_17548.jpeg
data\test\image\cxrimage_17549.png,data\test\mask\cxrmask_17549.jpeg
data\test\image\cxrimage_17550.png,data\test\mask\cxrmask_17550.jpeg
data\test\image\cxrimage_17551.png,data\test\mask\cxrmask_17551.jpeg
data\test\image\cxrimage_17552.png,data\test\mask\cxrmask_17552.jpeg
data\test\image\cxrimage_17553.png,data\test\mask\cxrmask_17553.jpeg
data\test\image\cxrimage_17554.png,data\test\mask\cxrmask_17554.jpeg
data\test\image\cxrimage_17555.png,data\test\mask\cxrmask_17555.jpeg
data\test\image\cxrimage_17556.png,data\test\mask\cxrmask_17556.jpeg
data\test\image\cxrimage_17557.png,data\test\mask\cxrmask_17557.jpeg
data\test\image\cxrimage_17558.png,data\test\mask\cxrmask_17558.jpeg
data\test\image\cxrimage_17559.png,data\test\mask\cxrmask_17559.jpeg
data\test\image\cxrimage_17560.png,data\test\mask\cxrmask_17560.jpeg
data\test\image\cxrimage_17561.png,data\test\mask\cxrmask_17561.jpeg
data\test\image\cxrimage_17562.png,data\test\mask\cxrmask_17562.jpeg
data\test\image\cxrimage_17563.png,data\test\mask\cxrmask_17563.jpeg
data\test\image\cxrimage_17564.png,data\test\mask\cxrmask_17564.jpeg
data\test\image\cxrimage_17565.png,data\test\mask\cxrmask_17565.jpeg
data\test\image\cxrimage_17566.png,data\test\mask\cxrmask_17566.jpeg
data\test\image\cxrimage_17567.png,data\test\mask\cxrmask_17567.jpeg
data\test\image\cxrimage_17568.png,data\test\mask\cxrmask_17568.jpeg
data\test\image\cxrimage_17569.png,data\test\mask\cxrmask_17569.jpeg
data\test\image\cxrimage_17570.png,data\test\mask\cxrmask_17570.jpeg
data\test\image\cxrimage_17571.png,data\test\mask\cxrmask_17571.jpeg
data\test\image\cxrimage_17572.png,data\test\mask\cxrmask_17572.jpeg
data\test\image\cxrimage_17573.png,data\test\mask\cxrmask_17573.jpeg
data\test\image\cxrimage_17574.png,data\test\mask\cxrmask_17574.jpeg
data\test\image\cxrimage_17575.png,data\test\mask\cxrmask_17575.jpeg
data\test\image\cxrimage_17576.png,data\test\mask\cxrmask_17576.jpeg
data\test\image\cxrimage_17577.png,data\test\mask\cxrmask_17577.jpeg
data\test\image\cxrimage_17578.png,data\test\mask\cxrmask_17578.jpeg
data\test\image\cxrimage_17579.png,data\test\mask\cxrmask_17579.jpeg
data\test\image\cxrimage_17580.png,data\test\mask\cxrmask_17580.jpeg
data\test\image\cxrimage_17581.png,data\test\mask\cxrmask_17581.jpeg
data\test\image\cxrimage_17582.png,data\test\mask\cxrmask_17582.jpeg
data\test\image\cxrimage_17583.png,data\test\mask\cxrmask_17583.jpeg
data\test\image\cxrimage_17584.png,data\test\mask\cxrmask_17584.jpeg
